observat,dist_cod,county,district,gr_span,enrl_tot,teachers,calw_pct,meal_pct,computer,testscr,comp_stu,expn_stu,str,avginc,el_pct,read_scr,math_scr
330,66480,Orange,Cypress Elementary,KK-06,4734,232.75,2.6078,19.372499,586,668.95001,.12378538,4922.9399,20.33942,18.82723,10.857626,665.5,672.40002
331,64766,Los Angeles,Lowell Joint Elementary,KK-08,3303,146.5,4.6623998,16.9543,379,669.09998,.11474417,4969.3809,22.546076,18.118666,5.0257339,666.09998,672.09998
332,64832,Los Angeles,Newhall Elementary,KK-06,6055,286.92001,5.6134,30.0851,540,669.30005,.089182496,4829.7173,21.103443,23.667376,14.236169,668.90002,669.70001
333,65359,Marin,Lagunitas Elementary,KK-08,424,23.299999,3.5376999,15.3302,39,669.30005,.091981135,6716.6929,18.197426,22.139,.23584905,680.90002,657.70001
334,69385,Santa Clara,Cambrian Elementary,KK-08,2801,139.3,5.0338998,23.0989,615,669.34998,.21956444,5205.9419,20.107681,20.546,2.070689,673.29999,665.40002
335,71654,Tehama,Richfield Elementary,KK-08,187,9.7600002,17.5532,44.680901,37,669.34998,.19786096,4357.8262,19.159836,9.4849997,8.5561495,664.59998,674.09998
336,62794,Humboldt,Fieldbrook Elementary,KK-08,129,6.5999999,13.9535,27.1318,17,669.79999,.13178295,5195.9189,19.545454,11.834,0,670.09998,669.5
337,68049,San Diego,Dehesa Elementary,KK-06,188,9,6.3829999,36.702099,41,669.84998,.21808511,6002.0718,20.888889,18.799,4.7872343,673.20001,666.5
338,69955,Shasta,Cottonwood Union Elementary,KK-08,1212,65.900002,22.1947,46.122101,116,669.95001,.09570957,5090.5879,18.391502,10.551,3.9603961,669.20001,670.70001
339,63479,Kern,Fruitvale Elementary,KK-08,2596,135.35001,3.0046,19.530001,249,670,.095916793,5112.3901,19.179903,15.519,1.5793529,669.20001,670.79999
340,69708,Santa Clara,Union Elementary,KK-08,4925,253.896,3.8211,12.1748,753,670.69995,.15289339,5287.355,19.397707,21.631727,3.5939085,672.79999,668.59998
341,66498,Orange,Fountain Valley Elementary,KK-08,6257,288.63,2.1635001,15.5128,930,671.25,.14863352,4889.48,21.678272,21.095751,8.7262268,671.20001,671.29999
342,61879,El Dorado,Gold Oak Union Elementary,KK-08,868,45,4.7234998,19.009199,122,671.29999,.140553,5118.1304,19.288889,15.167,0,674.59998,668
343,61838,El Dorado,Buckeye Union Elementary,KK-08,3787,186.10001,3.2479999,8.3443003,934,671.59998,.24663322,5119.123,20.349274,19.117001,.26406127,674.90002,668.29999
344,75085,Placer,Rocklin Unified,KK-08,6423,306.38,2.9298999,14.266,855,671.59998,.13311537,4792.2114,20.964161,17.620001,1.4479215,671.40002,671.79999
345,61887,El Dorado,Gold Trail Union Elementary,KK-08,678,34.84,2.5074,15.9292,47,671.65002,.069321536,5450.1035,19.46039,15.167,.14749262,677.59998,665.70001
346,62885,Humboldt,Hydesville Elementary,KK-08,162,8.3999996,16.959101,33.918098,23,671.69995,.14197531,5210.7246,19.285715,10.643,0,679.79999,663.59998
347,64998,Los Angeles,Saugus Union Elementary,KK-06,8529,407.70001,2.1925001,11.7013,834,671.75,.097784027,4715.4458,20.919794,20.739056,3.7050064,668.90002,674.59998
348,66845,Placer,Loomis Union Elementary,KK-08,1862,89.089996,2.8297,21.089199,231,671.90002,.12406015,4632.0684,20.900213,21.566,.26852846,673.09998,670.70001
349,66886,Placer,Placer Hills Union Elementary,KK-08,1452,70.5,2.4260001,10.4142,183,671.90002,.12603305,5028.5615,20.595745,17.656,0,679.59998,664.20001
350,70672,Sonoma,Dunham Elementary,KK-06,155,8,.64520001,12.2581,32,671.94995,.20645161,5695.4668,19.375,17.709,4.516129,672.29999,671.59998
351,69021,San Mateo,San Carlos Elementary,KK-08,2536,127.11,2.0328,2.0328,343,672.04999,.13525237,4504.2949,19.951223,27.816,2.4447949,676.09998,668
352,66399,Nevada,Ready Springs Union Elementary,KK-08,567,30.08,4.8951001,29.021,103,672.05005,.18165785,5156.437,18.849733,18.593,0,673.90002,670.20001
353,65219,Madera,Coarsegold Union Elementary,KK-08,953,52.599998,7.9875998,33.9212,135,672.29999,.14165792,5433.5142,18.11787,14.263,0,668.09998,676.5
354,68726,San Luis Obispo,Cayucos Elementary,KK-08,296,15.43,5.5921001,25.986799,42,672.34998,.1418919,5254.6318,19.183409,22.757999,5.4054055,674.59998,670.09998
355,64170,Lassen,Richmond Elementary,KK-08,198,9,2.451,12.7451,24,672.45001,.12121212,4593.1968,22,12.64,0,672.70001,672.20001
356,62109,Fresno,Clay Joint Elementary,KK-08,218,10.1,2.2421999,25.112101,49,672.55005,.22477064,4320.6787,21.584158,11.238,6.4220181,669.40002,675.70001
357,70995,Sonoma,Waugh Elementary,KK-06,734,36,2.0243001,12.8205,117,672.69995,.15940054,4920.7773,20.388889,16.955999,6.5395093,676.09998,669.29999
358,70979,Sonoma,Two Rock Union Elementary,KK-06,189,11.6,2.0725,32.124401,50,673.04999,.26455027,6905.8691,16.293102,17.709,14.285715,679.09998,667
359,68866,San Mateo,Belmont-Redwood Shores Elementary,KK-08,2528,138.31,1.3421,2.4456,482,673.25,.19066456,5729.9043,18.277782,25.622,3.6787975,675,671.5
360,61978,El Dorado,Rescue Union Elementary,KK-08,2987,154.17,2.0422001,11.1818,290,673.29999,.097087376,4825.2021,19.374716,18.726,.50217611,676.09998,670.5
361,66779,Placer,Alta-Dutch Flat Union Elementary,KK-08,208,11,9.3896999,32.8638,21,673.54999,.10096154,5388.1704,18.90909,13.443,0,680.5,666.59998
362,68353,San Diego,San Pasqual Union Elementary,KK-08,379,23.1,2.9024,22.163601,29,673.54999,.07651715,5133.8271,16.406925,15.18,22.691294,670.5,676.59998
363,61911,El Dorado,Latrobe Elementary,KK-08,145,9.3000002,6.2069001,0,27,673.90002,.18620689,5346.1563,15.591397,19.117001,0,670.5,677.29999
364,66407,Nevada,Union Hill Elementary,KK-08,706,37.740002,2.5936999,23.0548,103,674.25,.14589235,4789.3091,18.706942,13.712,.14164306,676,672.5
365,70961,Sonoma,Twin Hills Union Elementary,KK-08,878,47.900002,1.375,15.75,105,675.40002,.11958998,5329.7822,18.329853,17.507999,2.7334852,681,669.79999
366,62976,Humboldt,Pacific Union Elementary,KK-08,594,33.18,12.2689,25.378201,75,675.70001,.12626262,5371.1729,17.902351,11.834,1.6835017,683,668.40002
367,71696,Trinity,Douglas City Elementary,KK-08,139,7.3499999,20.8633,66.906502,40,676.15002,.28776979,5771.3838,18.911566,13.273,0,680.09998,672.20001
368,66373,Nevada,Pleasant Ridge Union Elementary,KK-08,2089,102.78,2.5185001,14.037,318,676.54999,.15222594,4993.6348,20.324966,16.356001,.14360937,673.79999,679.29999
369,66852,Placer,Newcastle Elementary,KK-08,326,16.280001,4.2944999,11.0429,42,676.59998,.12883435,4854.0381,20.024569,18.625999,0,673.29999,679.90002
370,72470,Ventura,Mesa Union Elementary,KK-08,516,21.5,.96899998,27.7132,50,676.84998,.096899226,4392.6797,24,23.733,11.046512,680.5,673.20001
371,71787,Trinity,Weaverville Elementary,KK-08,449,25.5,12.7273,48.484798,50,676.94995,.11135858,5884.4321,17.607843,12.934,0,672.79999,681.09998
372,70078,Shasta,North Cow Creek Elementary,KK-08,297,15.35,2.3569,4.0404,70,677.25,.23569024,4273.9932,19.348534,13.906,0,679,675.5
373,66340,Nevada,Nevada City Elementary,KK-08,1579,80.239998,5.5556002,21.7803,165,677.95001,.10449652,5146.7842,19.678465,15.428,.063331224,678.5,677.40002
374,62893,Humboldt,Jacoby Creek Elementary,KK-08,383,20.450001,6.0051999,10.1828,49,678.05005,.12793733,5351.5229,18.728605,15.381,0,682.90002,673.20001
375,70698,Sonoma,Fort Ross Elementary,KK-08,81,5.0999999,3.6145,0,14,678.40002,.17283951,7667.5718,15.882353,22.528999,0,685.29999,671.5
376,68080,San Diego,Encinitas Union Elementary,KK-06,5259,262.23001,2.3959,19.091101,701,678.79999,.1332953,5281.709,20.054913,23.806099,15.059897,679,678.59998
377,65318,Marin,Dixie Elementary,KK-08,1960,108.96,1.9417,3.7302001,223,679.40002,.11377551,5368.5029,17.988253,24.603001,1.4795918,684.09998,674.70001
378,69492,Santa Clara,Lakeside Joint Elementary,KK-06,151,8.8999996,2.6489999,8.6092997,31,679.5,.20529801,6429.2573,16.966293,36.174,2.6490066,676.79999,682.20001
379,64600,Los Angeles,Hermosa Beach City Elementary,KK-08,946,49.169998,2.1784,6.5352998,310,679.65002,.32769555,5387.459,19.239374,33.455002,1.4799154,683.09998,676.20001
380,70896,Sonoma,Rincon Valley Union Elementary,KK-06,2707,141.02,5.1395998,19.230801,300,679.75,.11082379,5235.7749,19.195858,20.480223,4.469893,678.70001,680.79999
381,66233,Monterey,Washington Union Elementary,KK-08,919,46.889999,1.0493,0,141,679.80005,.15342765,4829.8965,19.599062,20.134001,.32644179,680.20001,679.40002
382,70623,Sonoma,Bennett Valley Union Elementary,KK-06,945,46,4.2399001,10.6515,216,680.05005,.22857143,5088.708,20.543478,19.3465,2.5396826,685.70001,674.40002
383,69500,Santa Clara,Loma Prieta Joint Union Elemen,KK-08,738,39.702,0,.67750001,220,680.45001,.29810297,5390.1182,18.588484,36.174,.54200542,684.20001,676.70001
384,70789,Sonoma,Kenwood Elementary,KK-06,164,10.51,2.3529,12.9412,35,681.29999,.21341464,6588.4307,15.604186,22.863335,11.585366,682.79999,679.79999
385,70797,Sonoma,Liberty Elementary,KK-06,167,10.92,.52079999,11.4583,29,681.29999,.17365269,6196.6948,15.29304,17.709,11.377245,680.79999,681.79999
386,71142,Stanislaus,Knights Ferry Elementary,KK-08,125,7.0799999,4,14.4,25,681.59998,.2,4645.4131,17.655367,14.177,0,688.5,674.70001
387,65334,Marin,Kentfield Elementary,KK-08,1091,62.060001,.53670001,.53670001,113,681.90002,.1035747,6489.9287,17.579762,41.092999,1.3748854,689.79999,674
388,69104,Santa Barbara,Ballard Elementary,KK-06,134,6,.74629998,3.7313001,27,682.15002,.20149253,5094.959,22.333334,21.957001,2.238806,681.79999,682.5
389,70839,Sonoma,Oak Grove Union Elementary,KK-08,600,32,2.6940999,29.318501,55,682.45001,.091666669,4841.9585,18.75,16.063999,5.3333335,680,684.90002
390,75002,Marin,Ross Valley Elementary,KK-08,1803,99.599998,1.9242001,3.622,283,682.54999,.15696062,6315.3125,18.102409,25.737,2.7731559,685.59998,679.5
391,69773,Santa Cruz,Mountain Elementary,KK-06,158,7.8000002,13.75,16.25,15,682.65002,.094936706,5399.3833,20.256411,20.474001,0,687.29999,678
392,68882,San Mateo,Burlingame Elementary,KK-08,2392,127.22,1.4214,6.2708998,439,683.34998,.18352842,5429.4736,18.802074,35.810001,17.725752,682.40002,684.29999
393,70003,Shasta,Grant Elementary,KK-08,526,28.02,3.9923999,11.4068,33,683.40002,.062737644,5644.2861,18.772305,13.567,0,684.5,682.29999
394,69757,Santa Cruz,Happy Valley Elementary,KK-06,141,6.9099998,10.0719,9.3525,44,684.30005,.31205675,6060.2568,20.40521,20.089001,0,680.40002,688.20001
395,69732,Santa Cruz,Bonny Doon Union Elementary,KK-06,235,12.6,4.6609998,5.9322,30,684.34998,.12765957,5319.5537,18.650793,18.283001,.42553189,688.5,680.20001
396,61812,Contra Costa,Walnut Creek Elementary,KK-08,3280,158.39999,2.7523,7.8593001,406,684.80005,.12378049,4819.9038,20.707071,25.239716,6.0670733,682.20001,687.40002
397,69211,Santa Barbara,Hope Elementary,KK-06,1254,57,1.5822999,12.5,0,684.95001,0,5208.2261,22,25.063,10.127591,686.20001,683.70001
398,65367,Marin,Larkspur Elementary,KK-08,948,53.560001,1.7932,1.8987,155,686.05005,.16350211,5859.9648,17.699776,30.6285,3.3755274,692.20001,679.90002
399,69419,Santa Clara,Cupertino Union Elementary,KK-08,15228,708.83002,1.7154,4.6908998,2232,686.69995,.1465721,4962.7368,21.48329,27.475216,8.6485424,683.09998,690.29999
400,69781,Santa Cruz,Pacific Elementary,KK-06,81,4.8499999,13.253,20.481899,21,687.54999,.25925925,7614.3794,16.701031,30.84,12.345679,693.79999,681.29999
401,69526,Santa Clara,Los Gatos Union Elementary,KK-08,2768,141.39999,.4481,2.7921,540,689.09998,.1950867,5566.4678,19.575672,34.1595,1.5895953,691.59998,686.59998
402,69252,Santa Barbara,Montecito Union Elementary,KK-06,535,31,.079999998,.72000003,84,691.04999,.15700935,7039.9492,17.258064,43.23,1.4953271,693.5,688.59998
403,68387,San Diego,Solana Beach Elementary,KK-06,2542,146.3,.82609999,9.6773996,404,691.34998,.15892997,6604.064,17.375256,27.94775,10.385523,687.70001,695
404,68965,San Mateo,Menlo Park City Elementary,KK-08,1940,111.82,.41240001,3.9175,265,691.90002,.13659793,6180.1489,17.349312,49.938999,6.1340203,693.70001,690.09998
405,65425,Marin,Reed Union Elementary,KK-08,1059,65.120003,.84990001,1.4164,272,693.95001,.25684607,6460.6572,16.262285,55.327999,2.266289,695.90002,692
406,65391,Marin,Mill Valley Elementary,KK-08,2340,132.2,1.5812,2.4359,403,694.25,.17222223,6415.355,17.700455,35.480999,2.4786325,693.59998,694.90002
407,61713,Contra Costa,Lafayette Elementary,KK-08,3469,172.34,0,.1734,496,694.80005,.14298068,5230.877,20.128815,34.300999,.89362925,697.90002,691.70001
408,68056,San Diego,Del Mar Union Elementary,KK-06,2106,115.3,1.7094001,2.6115999,300,695.19995,.14245014,5838.1719,18.265394,38.628571,2.4216523,695.09998,695.29999
409,69088,San Mateo,Woodside Elementary,KK-08,478,32.869999,0,0,112,695.29999,.23430963,7711.5068,14.542136,35.341999,3.7656903,701.29999,689.29999
410,61747,Contra Costa,Moraga Elementary,KK-08,1885,98.419998,.0506,.30329999,241,696.55005,.12785146,5592.7651,19.152611,31.052,1.9628648,697.40002,695.70001
411,61770,Contra Costa,Orinda Union Elementary,KK-08,2422,139.47,0,.1239,466,698.19995,.19240297,5933.1543,17.365742,40.264,.57803464,699.09998,697.29999
412,68908,San Mateo,Hillsborough City Elementary,KK-08,1318,87.059998,.1517,0,412,698.25,.31259483,7593.4058,15.138985,35.810001,2.8072839,695.40002,701.09998
413,69161,Santa Barbara,Cold Spring Elementary,KK-06,220,12.33,.45449999,0,22,698.44995,.1,6500.4497,17.842661,43.23,1.3636364,693.29999,703.59998
414,68981,San Mateo,Portola Valley Elementary,KK-08,687,44.59,.30489999,0,209,699.09998,.30422124,7217.2632,15.407042,50.676998,1.1644833,698.29999,699.90002
415,69682,Santa Clara,Saratoga Union Elementary,KK-08,2341,124.09,.1709,.59799999,286,700.30005,.12217002,5392.6387,18.865339,40.402,2.0504057,698.90002,701.70001
416,68957,San Mateo,Las Lomitas Elementary,KK-08,984,59.73,.1016,3.5569,195,704.30005,.19817074,7290.3389,16.474134,28.716999,5.995935,700.90002,707.70001
417,69518,Santa Clara,Los Altos Elementary,KK-08,3724,208.48,1.0741,1.5038,721,706.75,.19360903,5741.4629,17.862625,41.734108,4.7261009,704,709.5
418,72611,Ventura,Somis Union Elementary,KK-08,441,20.15,3.5634999,37.193802,45,645,.10204082,4402.8315,21.885857,23.733,24.263039,648.29999,641.70001
419,72744,Yuba,Plumas Elementary,KK-08,101,5,11.8812,59.405899,14,672.20001,.13861386,4776.3364,20.200001,9.9519997,2.9702971,667.90002,676.5
420,72751,Yuba,Wheatland Elementary,KK-08,1778,93.400002,6.9235001,47.571201,313,655.75,.1760405,5993.3926,19.036402,12.502,5.0056243,660.5,651
